,teks,sentimen
293,"Mengucapkan ratusan juta kata itu murah, tapi bagaimana subsidi itu menyenangkan? Subsidi untuk Orang Kaya Terus Turun, Bagaimana Menurut Anda?",1
294,banyak yang memilih jadi tarik,1
295,Ada banyak pilihan jadi menyenangkan,1
296,"Ada banyak pilihan, jadi menarik.",1
297,jarak pengisian waktu inti,1
298,Intinya adalah waktu pengisian dan jarak berkendara.,1
299,"inti dari waktu pengisian, jarak yang ditempuh",1
300,Muldoko Cawe Cawe memiliki mab negara industri lokal,1
302,Muldoko Cawe Cawe memiliki kemampuan sebagai negara industri lokal,1
303,Cina lebih menjangkau kebutuhan nilai kualitas mesin menahan semua gerakan baterai seperti anak-anak lebih banyak plastik dibandingkan,1
304,"China lebih terjangkau, kita perlu melihat kualitas mesinnya, mampu menahan semua gerakan, baterainya seperti anak kecil, daya tariknya lebih berbahan plastik.",1
305,"China lebih terjangkau dan Anda harus menilai kualitas mesinnya, tahan terhadap semua gerakan, baterainya seperti milik anak-anak, plastiknya lebih menarik.",1
306,subsidi n motor listrik rezim rasional,1
307,Subsidi sepeda motor listrik menjadikan sistem ini bermakna,1
308,Subsidi untuk sepeda motor listrik memberi makna pada rezim tersebut.,1
309,mereka bilang kamu bisa meningkatkan jumlah uangku,1
310,Mereka bilang kamu bisa meningkatkan kekuatan utamaku,1
311,Mereka bilang kamu bisa meningkatkan maindku.,1
312,hibrida,1
315,Koruptor dihukum mati jutaan dolar,1
316,jutaan orang dijatuhi hukuman mati,1
317,Jutaan koruptor dijatuhi hukuman mati,1
318,Peluncuran tesla malaysia dikatakan tidak laku di malaysia singapura,1
319,Tesla Malaysia mengatakan penjualannya buruk di kalangan masyarakat Malaysia dan Singapura yang jumlahnya semakin banyak,1
320,Peluncuran Tesla di Malaysia dikatakan tidak laku di kalangan masyarakat Malaysia dan Singapura,1
321,tahun depan mungkin mulai dijual,1
322,Penjualan mungkin dimulai tahun depan,1
323,Tahun depan bisa mulai dijual,1
324,perhatikan nasib petani,1
325,Perhatikan nasib petani,1
326,memperhatikan nasib petani,1
327,desain bajaj,1
328,Desain Bajaj,1
329,Desain bajaj,1
330,tapa murah dengan ekonomi saat ini tidak ingin mampu membeli kelas menengah ke atas,1
331,"Dalam kondisi perekonomian saat ini, tidak masalah jika harganya murah. Jika tidak ingin memiliki sumber keuangan untuk membelinya, masyarakat kelas menengah dan atas mampu membelinya.",1
332,"Tidak masalah jika harganya murah dalam perekonomian saat ini, Anda tidak ingin memiliki kekuatan untuk membelinya, Anda mampu membelinya di kelas menengah atas.",1
333,masyarakat kelas menengah ke atas mampu memperoleh subsidi pembelian yang adil,1
334,Memberikan subsidi bagi kelas menengah agar mampu melakukan pembelian yang adil,1
335,Subsidi agar masyarakat menengah bisa membeli secara adil.,1
336,Ning naik bus angkutan umum,1
337,Lebih baik naik bus angkutan umum,1
338,ning mengendarai bus angkutan umum,1
